[["Day: 0", "+5 Dexterity Vest", 10, 20], ["Day: 0", "Aged Brie", 2, 0], ["Day: 0", "Elixir of the Mongoose", 5, 7], ["Day: 0", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 0", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 15, 20], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 10, 49], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 5, 49], ["Day: 0", "Conjured Mana Cake", 3, 6]]
[["Day: 1", "+5 Dexterity Vest", 9, 19], ["Day: 1", "Aged Brie", 1, 1], ["Day: 1", "Elixir of the Mongoose", 4, 6], ["Day: 1", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 1", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 1", "Backstage passes to a TAFKAL80ETC concert", 14, 21], ["Day: 1", "Backstage passes to a TAFKAL80ETC concert", 9, 50], ["Day: 1", "Backstage passes to a TAFKAL80ETC concert", 4, 50], ["Day: 1", "Conjured Mana Cake", 2, 4]]
[["Day: 2", "+5 Dexterity Vest", 8, 18], ["Day: 2", "Aged Brie", 0, 2], ["Day: 2", "Elixir of the Mongoose", 3, 5], ["Day: 2", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 2", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 2", "Backstage passes to a TAFKAL80ETC concert", 13, 22], ["Day: 2", "Backstage passes to a TAFKAL80ETC concert", 8, 50], ["Day: 2", "Backstage passes to a TAFKAL80ETC concert", 3, 50], ["Day: 2", "Conjured Mana Cake", 1, 2]]
[["Day: 3", "+5 Dexterity Vest", 7, 17], ["Day: 3", "Aged Brie", -1, 4], ["Day: 3", "Elixir of the Mongoose", 2, 4], ["Day: 3", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 3", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 3", "Backstage passes to a TAFKAL80ETC concert", 12, 23], ["Day: 3", "Backstage passes to a TAFKAL80ETC concert", 7, 50], ["Day: 3", "Backstage passes to a TAFKAL80ETC concert", 2, 50], ["Day: 3", "Conjured Mana Cake", 0, 0]]
[["Day: 4", "+5 Dexterity Vest", 6, 16], ["Day: 4", "Aged Brie", -2, 6], ["Day: 4", "Elixir of the Mongoose", 1, 3], ["Day: 4", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 4", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 4", "Backstage passes to a TAFKAL80ETC concert", 11, 24], ["Day: 4", "Backstage passes to a TAFKAL80ETC concert", 6, 50], ["Day: 4", "Backstage passes to a TAFKAL80ETC concert", 1, 50], ["Day: 4", "Conjured Mana Cake", -1, 0]]
[["Day: 5", "+5 Dexterity Vest", 5, 15], ["Day: 5", "Aged Brie", -3, 8], ["Day: 5", "Elixir of the Mongoose", 0, 2], ["Day: 5", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 5", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 5", "Backstage passes to a TAFKAL80ETC concert", 10, 25], ["Day: 5", "Backstage passes to a TAFKAL80ETC concert", 5, 50], ["Day: 5", "Backstage passes to a TAFKAL80ETC concert", 0, 50], ["Day: 5", "Conjured Mana Cake", -2, 0]]
[["Day: 6", "+5 Dexterity Vest", 4, 14], ["Day: 6", "Aged Brie", -4, 10], ["Day: 6", "Elixir of the Mongoose", -1, 0], ["Day: 6", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 6", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 6", "Backstage passes to a TAFKAL80ETC concert", 9, 27], ["Day: 6", "Backstage passes to a TAFKAL80ETC concert", 4, 50], ["Day: 6", "Backstage passes to a TAFKAL80ETC concert", -1, 0], ["Day: 6", "Conjured Mana Cake", -3, 0]]
[["Day: 7", "+5 Dexterity Vest", 3, 13], ["Day: 7", "Aged Brie", -5, 12], ["Day: 7", "Elixir of the Mongoose", -2, 0], ["Day: 7", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 7", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 7", "Backstage passes to a TAFKAL80ETC concert", 8, 29], ["Day: 7", "Backstage passes to a TAFKAL80ETC concert", 3, 50], ["Day: 7", "Backstage passes to a TAFKAL80ETC concert", -2, 0], ["Day: 7", "Conjured Mana Cake", -4, 0]]
[["Day: 8", "+5 Dexterity Vest", 2, 12], ["Day: 8", "Aged Brie", -6, 14], ["Day: 8", "Elixir of the Mongoose", -3, 0], ["Day: 8", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 8", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 8", "Backstage passes to a TAFKAL80ETC concert", 7, 31], ["Day: 8", "Backstage passes to a TAFKAL80ETC concert", 2, 50], ["Day: 8", "Backstage passes to a TAFKAL80ETC concert", -3, 0], ["Day: 8", "Conjured Mana Cake", -5, 0]]
[["Day: 9", "+5 Dexterity Vest", 1, 11], ["Day: 9", "Aged Brie", -7, 16], ["Day: 9", "Elixir of the Mongoose", -4, 0], ["Day: 9", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 9", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 9", "Backstage passes to a TAFKAL80ETC concert", 6, 33], ["Day: 9", "Backstage passes to a TAFKAL80ETC concert", 1, 50], ["Day: 9", "Backstage passes to a TAFKAL80ETC concert", -4, 0], ["Day: 9", "Conjured Mana Cake", -6, 0]]
[["Day: 10", "+5 Dexterity Vest", 0, 10], ["Day: 10", "Aged Brie", -8, 18], ["Day: 10", "Elixir of the Mongoose", -5, 0], ["Day: 10", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 10", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 10", "Backstage passes to a TAFKAL80ETC concert", 5, 35], ["Day: 10", "Backstage passes to a TAFKAL80ETC concert", 0, 50], ["Day: 10", "Backstage passes to a TAFKAL80ETC concert", -5, 0], ["Day: 10", "Conjured Mana Cake", -7, 0]]
[["Day: 11", "+5 Dexterity Vest", -1, 8], ["Day: 11", "Aged Brie", -9, 20], ["Day: 11", "Elixir of the Mongoose", -6, 0], ["Day: 11", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 11", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 11", "Backstage passes to a TAFKAL80ETC concert", 4, 38], ["Day: 11", "Backstage passes to a TAFKAL80ETC concert", -1, 0], ["Day: 11", "Backstage passes to a TAFKAL80ETC concert", -6, 0], ["Day: 11", "Conjured Mana Cake", -8, 0]]
[["Day: 12", "+5 Dexterity Vest", -2, 6], ["Day: 12", "Aged Brie", -10, 22], ["Day: 12", "Elixir of the Mongoose", -7, 0], ["Day: 12", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 12", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 12", "Backstage passes to a TAFKAL80ETC concert", 3, 41], ["Day: 12", "Backstage passes to a TAFKAL80ETC concert", -2, 0], ["Day: 12", "Backstage passes to a TAFKAL80ETC concert", -7, 0], ["Day: 12", "Conjured Mana Cake", -9, 0]]
[["Day: 13", "+5 Dexterity Vest", -3, 4], ["Day: 13", "Aged Brie", -11, 24], ["Day: 13", "Elixir of the Mongoose", -8, 0], ["Day: 13", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 13", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 13", "Backstage passes to a TAFKAL80ETC concert", 2, 44], ["Day: 13", "Backstage passes to a TAFKAL80ETC concert", -3, 0], ["Day: 13", "Backstage passes to a TAFKAL80ETC concert", -8, 0], ["Day: 13", "Conjured Mana Cake", -10, 0]]
[["Day: 14", "+5 Dexterity Vest", -4, 2], ["Day: 14", "Aged Brie", -12, 26], ["Day: 14", "Elixir of the Mongoose", -9, 0], ["Day: 14", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 14", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 14", "Backstage passes to a TAFKAL80ETC concert", 1, 47], ["Day: 14", "Backstage passes to a TAFKAL80ETC concert", -4, 0], ["Day: 14", "Backstage passes to a TAFKAL80ETC concert", -9, 0], ["Day: 14", "Conjured Mana Cake", -11, 0]]
[["Day: 15", "+5 Dexterity Vest", -5, 0], ["Day: 15", "Aged Brie", -13, 28], ["Day: 15", "Elixir of the Mongoose", -10, 0], ["Day: 15", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 15", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 15", "Backstage passes to a TAFKAL80ETC concert", 0, 50], ["Day: 15", "Backstage passes to a TAFKAL80ETC concert", -5, 0], ["Day: 15", "Backstage passes to a TAFKAL80ETC concert", -10, 0], ["Day: 15", "Conjured Mana Cake", -12, 0]]
[["Day: 16", "+5 Dexterity Vest", -6, 0], ["Day: 16", "Aged Brie", -14, 30], ["Day: 16", "Elixir of the Mongoose", -11, 0], ["Day: 16", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 16", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 16", "Backstage passes to a TAFKAL80ETC concert", -1, 0], ["Day: 16", "Backstage passes to a TAFKAL80ETC concert", -6, 0], ["Day: 16", "Backstage passes to a TAFKAL80ETC concert", -11, 0], ["Day: 16", "Conjured Mana Cake", -13, 0]]
[["Day: 17", "+5 Dexterity Vest", -7, 0], ["Day: 17", "Aged Brie", -15, 32], ["Day: 17", "Elixir of the Mongoose", -12, 0], ["Day: 17", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 17", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 17", "Backstage passes to a TAFKAL80ETC concert", -2, 0], ["Day: 17", "Backstage passes to a TAFKAL80ETC concert", -7, 0], ["Day: 17", "Backstage passes to a TAFKAL80ETC concert", -12, 0], ["Day: 17", "Conjured Mana Cake", -14, 0]]
[["Day: 18", "+5 Dexterity Vest", -8, 0], ["Day: 18", "Aged Brie", -16, 34], ["Day: 18", "Elixir of the Mongoose", -13, 0], ["Day: 18", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 18", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 18", "Backstage passes to a TAFKAL80ETC concert", -3, 0], ["Day: 18", "Backstage passes to a TAFKAL80ETC concert", -8, 0], ["Day: 18", "Backstage passes to a TAFKAL80ETC concert", -13, 0], ["Day: 18", "Conjured Mana Cake", -15, 0]]
[["Day: 19", "+5 Dexterity Vest", -9, 0], ["Day: 19", "Aged Brie", -17, 36], ["Day: 19", "Elixir of the Mongoose", -14, 0], ["Day: 19", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 19", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 19", "Backstage passes to a TAFKAL80ETC concert", -4, 0], ["Day: 19", "Backstage passes to a TAFKAL80ETC concert", -9, 0], ["Day: 19", "Backstage passes to a TAFKAL80ETC concert", -14, 0], ["Day: 19", "Conjured Mana Cake", -16, 0]]
[["Day: 20", "+5 Dexterity Vest", -10, 0], ["Day: 20", "Aged Brie", -18, 38], ["Day: 20", "Elixir of the Mongoose", -15, 0], ["Day: 20", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 20", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 20", "Backstage passes to a TAFKAL80ETC concert", -5, 0], ["Day: 20", "Backstage passes to a TAFKAL80ETC concert", -10, 0], ["Day: 20", "Backstage passes to a TAFKAL80ETC concert", -15, 0], ["Day: 20", "Conjured Mana Cake", -17, 0]]
[["Day: 21", "+5 Dexterity Vest", -11, 0], ["Day: 21", "Aged Brie", -19, 40], ["Day: 21", "Elixir of the Mongoose", -16, 0], ["Day: 21", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 21", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 21", "Backstage passes to a TAFKAL80ETC concert", -6, 0], ["Day: 21", "Backstage passes to a TAFKAL80ETC concert", -11, 0], ["Day: 21", "Backstage passes to a TAFKAL80ETC concert", -16, 0], ["Day: 21", "Conjured Mana Cake", -18, 0]]
[["Day: 22", "+5 Dexterity Vest", -12, 0], ["Day: 22", "Aged Brie", -20, 42], ["Day: 22", "Elixir of the Mongoose", -17, 0], ["Day: 22", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 22", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 22", "Backstage passes to a TAFKAL80ETC concert", -7, 0], ["Day: 22", "Backstage passes to a TAFKAL80ETC concert", -12, 0], ["Day: 22", "Backstage passes to a TAFKAL80ETC concert", -17, 0], ["Day: 22", "Conjured Mana Cake", -19, 0]]
[["Day: 23", "+5 Dexterity Vest", -13, 0], ["Day: 23", "Aged Brie", -21, 44], ["Day: 23", "Elixir of the Mongoose", -18, 0], ["Day: 23", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 23", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 23", "Backstage passes to a TAFKAL80ETC concert", -8, 0], ["Day: 23", "Backstage passes to a TAFKAL80ETC concert", -13, 0], ["Day: 23", "Backstage passes to a TAFKAL80ETC concert", -18, 0], ["Day: 23", "Conjured Mana Cake", -20, 0]]
